country,source_index,qa_id,ability_level,corrected_template_no,map_family,ground_truth_type,question,ground_truth,transition,baseline_correct,checkpoint_correct,baseline_answer,checkpoint_answer,baseline_tokens,checkpoint_tokens,baseline_status,checkpoint_status,baseline_reasoning_words,baseline_has_think_end,baseline_repeat4,baseline_wait_per_1k,baseline_at_limit,checkpoint_reasoning_words,checkpoint_has_think_end,checkpoint_repeat4,checkpoint_wait_per_1k,checkpoint_at_limit
usa,2267,mapwise_usa_map_10436_t9_idx0395,L1,9,usa:map_10436,Binary,Does New York fall in range above 20%?,Yes,1->1,1,1,yes,yes,116,115,complete,complete,58,True,0.018181818181818188,0.0,False,57,True,0.01851851851851849,0.0,False
usa,2825,mapwise_usa_map_4042_t5_idx0396,L0,5,usa:map_4042,Binary,Yes or no: the legend has different shades of the same colour?,Yes,1->0,1,0,yes,no,782,832,complete,complete,576,True,0.2739965095986039,17.36111111111111,False,593,True,0.22711864406779658,25.29510961214165,False
india,1743,mapwise_india_map126_2C_t31_idx0397,L2,30,india:map126_2,Binary,Yes or no: a majority of states in North India have values less than than 10k.,Yes,0->0,0,0,,no,3072,1390,truncated,complete,1739,False,0.18894009216589858,11.500862564692351,True,734,True,0.08481532147742821,13.623978201634877,False
usa,2657,mapwise_usa_map_15061_t4_idx0398,L0,4,usa:map_15061,Range,What value range does the darkest shade represent?,1700-8200,1->1,1,1,1700-8200,1700-8200,140,140,complete,complete,65,True,0.016129032258064502,0.0,False,65,True,0.016129032258064502,0.0,False
china,136,mapwise_china_map14_3C_t19_idx0399,L1,18,china:map14_3,Binary,Yes or no: the value of Beijing is similar to Hebei.,Yes,0->0,0,0,no,no,1352,1701,complete,complete,946,True,0.19724284199363729,15.856236786469344,False,1187,True,0.22297297297297303,11.794439764111205,False
usa,2400,mapwise_usa_map_19_t16_idx0400,L1,15,usa:map_19,Range,What value range does state California fall in?,"12,491,200-38,441,400",0->0,0,0,7124100-12364700,7124100-12364700,144,144,complete,complete,72,True,0.04347826086956519,0.0,False,72,True,0.04347826086956519,0.0,False
usa,2375,mapwise_usa_map_6616_t9_idx0401,L1,9,usa:map_6616,Binary,Does New York fall in range 30.9%?,No,1->1,1,1,no,no,165,165,complete,complete,102,True,0.010101010101010055,0.0,False,102,True,0.010101010101010055,0.0,False
usa,2708,mapwise_usa_map_9685_t4_idx0402,L0,4,usa:map_9685,Range,What value range does the darkest shade represent?,0.6-2.5%,0->0,0,0,-2.5-0.6,-2.5-0.6,114,67,complete,complete,67,True,0.015625,0.0,False,37,True,0.02941176470588236,0.0,False
china,529,mapwise_china_map8_7D_t20_idx0403,L3,19,china:map8_7,Single,Name the East-most state that belongs to a similar value range compared to all its neighbours.,Heilongjiang,0->0,0,0,['fujian'],['fujian'],2041,2335,complete,complete,1254,True,0.170263788968825,14.354066985645932,False,1459,True,0.22527472527472525,15.078821110349555,False
china,872,mapwise_china_map2_4D_t17_idx0404,L2,16,china:map2_4,Count,Count the states with the values in range 17.0 - 51.9 in the region South China.,1,0->0,0,0,,,3072,3072,truncated,truncated,1474,False,0.3881713120326309,17.639077340569877,True,1534,False,0.45133899412148926,12.385919165580182,True
usa,2971,mapwise_usa_map_13792_t29_idx0405,L2,28,usa:map_13792,Range,Which range has the least number of states?,>200k,0->0,0,0,,,3072,3072,truncated,truncated,1828,False,0.26027397260273977,18.052516411378555,True,1722,False,0.07388016288539845,13.356562137049941,True
china,215,mapwise_china_map23_5C_t33_idx0406,L3,32,china:map23_5,Binary,Yes or no: Guangdong and Guangxi are the pair of bordering states with the highest difference.,Yes,1->1,1,1,yes,yes,1789,1613,complete,complete,1233,True,0.16991869918699187,8.110300081103,False,1171,True,0.19263698630136983,5.123825789923143,False
usa,2941,mapwise_usa_map_7729_t36_idx0407,L3,35,usa:map_7729,Single,Name the northern most state in the range 0.2-0.22.,North Dakota,0->0,0,0,['new york'],['new hampshire'],1567,1955,complete,complete,1026,True,0.2776148582600195,10.721247563352826,False,1245,True,0.2125603864734299,17.670682730923694,False
usa,2844,mapwise_usa_map_1342_t9_idx0408,L1,9,usa:map_1342,Binary,Does South Dakota fall in range above 5%?,Yes,1->1,1,1,yes,yes,209,209,complete,complete,132,True,0.015503875968992276,0.0,False,132,True,0.015503875968992276,0.0,False
china,953,mapwise_china_map8_0D_t20_idx0409,L3,19,china:map8_0,Single,Name the northmost state that belongs a higher value range compared to all its neighbours.,Beijing,0->0,0,0,,,3072,3072,truncated,truncated,1925,False,0.21592091571279914,19.22077922077922,True,1912,False,0.28182294394971186,13.598326359832637,True
china,515,mapwise_china_map3_2D_t9_idx0410,L1,9,china:map3_2,Binary,Does Fujian fall in range 1.30 - 2.50?,No,0->0,0,0,yes,yes,219,219,complete,complete,126,True,0.04878048780487809,7.936507936507937,False,126,True,0.04878048780487809,7.936507936507937,False
usa,2237,mapwise_usa_map_15950_t42_idx0411,L2,41,usa:map_15950,Binary,Yes/No: Oregon has a higher value than North Dakota and also a higher value than Illinois.,No,1->1,1,1,no,no,289,282,complete,complete,178,True,0.011428571428571455,0.0,False,174,True,0.06432748538011701,0.0,False
usa,2445,mapwise_usa_map_957_t33_idx0412,L3,32,usa:map_957,Binary,Yes or no: Virginia and Maryland are a pair of bordering states with the same value.,Yes,1->1,1,1,yes,yes,169,169,complete,complete,126,True,0.008130081300813052,7.936507936507937,False,126,True,0.008130081300813052,7.936507936507937,False
china,976,mapwise_china_map14_0D_t19_idx0413,L1,18,china:map14_0,Binary,Yes or no: the value of the state Guizhou is higher than state Hunan.,No,1->1,1,1,no,no,308,736,complete,complete,156,True,0.039215686274509776,0.0,False,363,True,0.19444444444444442,8.264462809917354,False
china,467,mapwise_china_map22_0D_t42_idx0414,L2,41,china:map22_0,Binary,Yes/No: Jinagxi has a similar value as Guangxi and also Jilin.,Yes,0->1,0,1,no,yes,1636,2025,complete,complete,773,True,0.2090909090909091,20.698576972833116,False,1083,True,0.32499999999999996,13.850415512465373,False
india,1256,mapwise_india_map33_5D_t22_idx0415,L2,21,india:map33_5,Binary,Yes or no: States bordering Pakistan have higher values on average than states bordering Myanmar.,Yes,0->0,0,0,,no,3072,2764,truncated,complete,1648,False,0.21215805471124616,14.563106796116505,True,1518,True,0.2778877887788779,12.516469038208168,False
china,707,mapwise_china_map23_4D_t1_idx0416,L0,1,china:map23_4,Count,How many distinct categories does the legend contain?,6,1->1,1,1,6,6,283,283,complete,complete,138,True,0.0444444444444444,7.246376811594203,False,138,True,0.0444444444444444,7.246376811594203,False
china,469,mapwise_china_map22_8D_t17_idx0417,L2,16,china:map22_8,Count,Count the states with the values in the highest range in the region bordering Bhutan.,0,1->1,1,1,0,0,2299,2161,complete,complete,1417,True,0.31188118811881194,15.5257586450247,False,1266,True,0.271575613618369,10.268562401263823,False
china,683,mapwise_china_map2_0D_t12_idx0418,L2,12,china:map2_0,Range,What is the least value range in the north-east region?,-6.10 - 10.90,1->0,1,0,-6.11-10.9,,660,3072,complete,truncated,424,True,0.11401425178147273,4.716981132075472,False,1866,False,0.31025228126677407,18.756698821007504,True
usa,2922,mapwise_usa_map_15912_t42_idx0419,L2,41,usa:map_15912,Binary,"Yes/No: Texas has a higher value than Florida, and also have a similar value as New York.",Yes,1->1,1,1,yes,yes,611,906,complete,complete,450,True,0.15883668903803128,15.555555555555555,False,664,True,0.2042360060514372,28.6144578313253,False
usa,2493,mapwise_usa_map_1136_t3_idx0420,L0,3,usa:map_1136,Range,What is the overall range of the legend?,0-100%,0->0,0,0,-100-0,-100-0,122,122,complete,complete,67,True,0.0,0.0,False,67,True,0.0,0.0,False
china,706,mapwise_china_map23_4D_t17_idx0421,L2,16,china:map23_4,Count,Count the states with the values in range 36.89 - 272.4 along Mongolia border,2,0->0,0,0,,1,3072,1964,truncated,complete,1632,False,0.34806629834254144,12.867647058823529,True,1237,True,0.3306320907617504,15.359741309620048,False
china,984,mapwise_china_map6_1C_t38_idx0422,L2,37,china:map6_1,Binary,Yes or no: the value of Shandong is above the median value amongst states in the region bordering the Yellow Sea.,No,0->1,0,1,,no,3072,2850,truncated,complete,1974,False,0.5865043125317098,24.316109422492403,True,1816,True,0.2746828461114176,11.013215859030836,False
india,1912,mapwise_india_map166_3C_t19_idx0423,L1,18,india:map166_3,Binary,Yes or no: the value of Bihar is higher than Kerala,Yes,1->1,1,1,yes,yes,114,114,complete,complete,81,True,0.0,0.0,False,81,True,0.0,0.0,False
china,297,mapwise_china_map5_7D_t37_idx0424,L3,36,china:map5_7,Single,Which state in the north east region borders at least 3 from range 6.21 - 6.65?,Inner Mongolia,0->0,0,0,,,3072,3072,truncated,truncated,1929,False,0.31827622014537904,17.62571280456195,True,1837,False,0.26335877862595425,18.50843767011432,True
usa,2773,mapwise_usa_map_5327_t9_idx0425,L1,9,usa:map_5327,Binary,Does state Arkansas fall in range 379-469?,Yes,1->1,1,1,yes,yes,78,78,complete,complete,49,True,0.0,0.0,False,49,True,0.0,0.0,False
india,1428,mapwise_india_map68_0C_t24_idx0426,L2,23,india:map68_0,Binary,Yes or no: the median state value in southern India lies between 4000 to 5000.,No,0->1,0,1,,no,3072,2955,truncated,complete,1680,False,0.2224209898628503,11.30952380952381,True,1486,True,0.21577882670262982,12.113055181695827,False
usa,2495,mapwise_usa_map_1136_t16_idx0427,L1,15,usa:map_1136,Range,What value range does state New York fall in?,94-100%,0->0,0,0,-100-94,-100-94,102,112,complete,complete,56,True,0.0,0.0,False,64,True,0.0,0.0,False
india,1628,mapwise_india_map100_4C_t7_idx0428,L0,7,india:map100_4,Single,Is the legend continuous or discrete?,Continuous,1->1,1,1,['continuous'],['continuous'],175,179,complete,complete,135,True,0.007575757575757569,0.0,False,142,True,0.007194244604316502,0.0,False
india,1090,mapwise_india_map9_2C_t16_idx0429,L1,15,india:map9_2,Range,Between which two legend markings does Madhya Pradesh fall in?,>4000,0->0,0,0,3500-4000,,904,3072,complete,truncated,519,True,0.2616279069767442,23.121387283236995,False,1791,False,0.610178970917226,25.12562814070352,True
india,1264,mapwise_india_map41_3D_t1_idx0430,L0,1,india:map41_3,Count,How many distinct categories does the legend contain?,5,1->1,1,1,5,5,706,393,complete,complete,342,True,0.21238938053097345,20.46783625730994,False,200,True,0.10659898477157359,15.0,False
usa,2304,mapwise_usa_map_910_t18_idx0431,L3,17,usa:map_910,Binary,Yes or no: the value of California is higher than its neighbouring state New York,No,1->1,1,1,no,no,829,900,complete,complete,538,True,0.11588785046728967,18.587360594795538,False,580,True,0.1334488734835355,13.793103448275861,False
india,1390,mapwise_india_map62_6C_t34_idx0432,L3,33,india:map62_6,Binary,Yes or no: Assam is the easternmost state that has a lower value compared to all its neighbours.,No,1->1,1,1,no,no,2594,3020,complete,complete,1658,True,0.15407854984894265,15.681544028950542,False,2202,True,0.28058208276489316,14.07811080835604,False
india,1500,mapwise_india_map89_4D_t20_idx0433,L3,19,india:map89_4,Single,Name the N-most state that has a different value range compared to all its neighbours.,Uttarakhand,0->0,0,0,,,3072,3072,truncated,truncated,1876,False,0.23491724506139877,14.925373134328359,True,2154,False,0.3523942352394235,10.677808727948003,True
india,1412,mapwise_india_map67_7D_t29_idx0434,L2,28,india:map67_7,Range,Which range has the second highest number of states?,33.0 - 56.0,0->0,0,0,56-252,,2850,3072,complete,truncated,1334,True,0.21262208865514653,23.238380809595203,False,1496,False,0.34025452109845944,32.75401069518717,True
india,1663,mapwise_india_map108_0D_t17_idx0435,L2,16,india:map108_0,Count,Count the states with the values in range 755.00 - 7894.00 that either border Bangladesh or Nepal.,5,0->0,0,0,,,3072,3072,truncated,truncated,1591,False,0.2424433249370277,16.341923318667504,True,1593,False,0.24779874213836472,14.438166980539862,True
usa,2597,mapwise_usa_map_11719_t22_idx0436,L2,21,usa:map_11719,Binary,Yes or no: States on west coast have higher values on average than states on the east coast.,No,1->1,1,1,no,no,2309,2038,complete,complete,1243,True,0.30645161290322576,1.6090104585679808,False,1087,True,0.2130996309963099,4.599816007359705,False
china,186,mapwise_china_map20_6C_t41_idx0437,L0,40,china:map20_6,Single,Are the legends evenly spaced?,Yes,1->1,1,1,['yes'],['yes'],204,204,complete,complete,128,True,0.040000000000000036,0.0,False,128,True,0.040000000000000036,0.0,False
india,1328,mapwise_india_map53_6D_t20_idx0438,L3,19,india:map53_6,Single,Name the easternmost state that belongs to a lower value range compared to all its neighbours.,Mizoram,0->0,0,0,['arunachal pradesh'],,1983,3072,complete,truncated,1159,True,0.29844290657439443,12.942191544434857,False,2010,False,0.4479322371699054,20.398009950248756,True
china,466,mapwise_china_map22_0D_t4_idx0439,L0,4,china:map22_0,Range,What value range does the darkest shade represent?,5.84 - 107.74,1->1,1,1,5.84-107.74,5.84-107.74,228,228,complete,complete,96,True,0.021505376344086002,0.0,False,96,True,0.021505376344086002,0.0,False
china,424,mapwise_china_map18_4D_t18_idx0440,L3,17,china:map18_4,Binary,Yes or no: the value of Sichuan is higher than its neighbouring state Qinghai.,Yes,1->1,1,1,yes,yes,262,262,complete,complete,143,True,0.05714285714285716,0.0,False,143,True,0.05714285714285716,0.0,False
china,894,mapwise_china_map5_0D_t7_idx0441,L0,7,china:map5_0,Single,Is the legend discrete or continuous?,Discrete,1->1,1,1,['discrete'],['discrete'],187,166,complete,complete,131,True,0.015625,0.0,False,111,True,0.0,0.0,False
china,959,mapwise_china_map11_5D_t9_idx0442,L1,9,china:map11_5,Binary,Does state Tibet fall in range 10.35 - 307.49?,Yes,1->1,1,1,yes,yes,164,164,complete,complete,101,True,0.020408163265306145,0.0,False,101,True,0.020408163265306145,0.0,False
usa,2650,mapwise_usa_map_15061_t5_idx0443,L0,5,usa:map_15061,Binary,Yes or no: the legend has different shades of the same colour?,No,0->0,0,0,yes,yes,288,249,complete,complete,167,True,0.04878048780487809,5.9880239520958085,False,151,True,0.06756756756756754,6.622516556291391,False
usa,2261,mapwise_usa_map_104_t36_idx0444,L3,35,usa:map_104,Single,Name the N-most state in the range 6.8-10.5.,Maine,1->1,1,1,['maine'],['maine'],534,534,complete,complete,342,True,0.12094395280235992,11.695906432748538,False,342,True,0.12094395280235992,11.695906432748538,False
india,1060,mapwise_india_map7_5C_t16_idx0445,L1,15,india:map7_5,Range,Between which two legend markings does Assam fall in?,250 - 300,1->1,1,1,250-300,250-300,1217,553,complete,complete,752,True,0.39519359145527366,22.606382978723403,False,335,True,0.14156626506024095,11.940298507462687,False
india,1597,mapwise_india_map97_5D_t2_idx0446,L0,2,india:map97_5,Binary,Yes or no: in the legend the colour darkness is inversely proportional to the value.,No,1->1,1,1,no,no,198,223,complete,complete,102,True,0.0,0.0,False,114,True,0.009009009009009028,8.771929824561404,False
usa,2410,mapwise_usa_map_1950_t16_idx0447,L1,15,usa:map_1950,Range,What value range does Washington fall in?,2-4,1->1,1,1,2-4,2-4,99,103,complete,complete,59,True,0.017857142857142905,0.0,False,63,True,0.01666666666666672,0.0,False
usa,2635,mapwise_usa_map_1267_t9_idx0448,L1,9,usa:map_1267,Binary,Does state Montana fall in the same legend marking range as Maine?,Yes,1->1,1,1,yes,yes,137,149,complete,complete,99,True,0.0,0.0,False,111,True,0.01851851851851849,0.0,False
india,1864,mapwise_india_map158_1C_t10_idx0449,L1,10,india:map158_1,Single,Is the value of Delhi closer to 70000 or 40000?,70000,1->1,1,1,['70000'],['70000'],303,305,complete,complete,175,True,0.01744186046511631,5.714285714285714,False,177,True,0.017241379310344862,5.649717514124294,False
india,1129,mapwise_india_map11_1C_t9_idx0450,L1,9,india:map11_1,Binary,Does the value of Gujarat fall in range 8M - 10M?,Yes,1->1,1,1,yes,yes,1185,1276,complete,complete,768,True,0.39607843137254906,20.833333333333332,False,818,True,0.31288343558282206,25.672371638141808,False
usa,2876,mapwise_usa_map_11175_t7_idx0451,L0,7,usa:map_11175,Single,Is the legend discrete or continuous?,Discrete,1->1,1,1,['discrete'],['discrete'],138,163,complete,complete,84,True,0.0,0.0,False,104,True,0.0,0.0,False
usa,2066,mapwise_usa_map_200_t20_idx0452,L3,19,usa:map_200,Single,Name the western-most state that belongs to a different value range compared to all its neighbours.,California,1->0,1,0,['california'],,1879,3072,complete,truncated,1324,True,0.1975775927327782,10.574018126888218,False,2154,False,0.22780102278010228,8.356545961002785,True
usa,2527,mapwise_usa_map_2769_t19_idx0453,L1,18,usa:map_2769,Binary,Yes or no: the value of the state Florida is higher to state Idaho.,Yes,1->1,1,1,yes,yes,132,132,complete,complete,79,True,0.0,0.0,False,79,True,0.0,0.0,False
india,1635,mapwise_india_map101_2D_t41_idx0454,L0,40,india:map101_2,Single,Are the legends evenly spaced?,No,0->0,0,0,['yes'],['yes'],184,321,complete,complete,104,True,0.00990099009900991,0.0,False,214,True,0.04739336492891,4.672897196261682,False
india,1723,mapwise_india_map123_0D_t21_idx0455,L2,20,india:map123_0,Binary,Yes or no: Assam has the highest value in region to the east of West Bengal.,Yes,0->0,0,0,no,no,2046,1499,complete,complete,1338,True,0.29588014981273403,12.705530642750373,False,997,True,0.2525150905432596,16.0481444332999,False
usa,2147,mapwise_usa_map_13283_t33_idx0456,L3,32,usa:map_13283,Binary,Yes or no: California and Oregon are the pair of bordering states with the highest difference.,Yes,0->0,0,0,,no,3072,1894,truncated,complete,1935,False,0.22515527950310554,11.369509043927648,True,1246,True,0.16492357200321806,12.038523274478331,False
china,291,mapwise_china_map5_7D_t38_idx0457,L2,37,china:map5_7,Binary,Yes or no: the value of Guangdong is below the median value amongst states in the South China region.,Yes,0->0,0,0,,,3072,3072,truncated,truncated,1736,False,0.2902481246393537,6.336405529953917,True,1654,False,0.276801938219261,8.464328899637243,True
usa,2249,mapwise_usa_map_14414_t2_idx0458,L0,2,usa:map_14414,Binary,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,1->1,1,1,no,no,244,225,complete,complete,151,True,0.03378378378378377,0.0,False,139,True,0.1029411764705882,0.0,False
india,1300,mapwise_india_map51_0D_t1_idx0459,L0,1,india:map51_0,Count,How many distinct categories does the legend contain?,6,1->1,1,1,6,6,400,400,complete,complete,167,True,0.1585365853658537,5.9880239520958085,False,167,True,0.1585365853658537,5.9880239520958085,False
china,451,mapwise_china_map21_1D_t41_idx0460,L0,40,china:map21_1,Single,Are the legends evenly spaced?,No,0->0,0,0,['yes'],['yes'],353,349,complete,complete,238,True,0.10212765957446812,4.201680672268908,False,231,True,0.05701754385964908,0.0,False
china,761,mapwise_china_map21_1C_t35_idx0461,L2,34,china:map21_1,Count,How many states in the region bordering Laos have a higher value than Guangxi?,0,0->0,0,0,1,1,1298,1107,complete,complete,947,True,0.20656779661016944,14.78352692713833,False,813,True,0.1308641975308642,7.380073800738008,False
china,685,mapwise_china_map2_0D_t16_idx0462,L1,15,china:map2_0,Range,What value range does Yunnan fall in?,48.50 - 52.30,0->0,0,0,52.3-198.5,52.3-198.5,248,253,complete,complete,124,True,0.04132231404958675,8.064516129032258,False,129,True,0.031746031746031744,7.751937984496124,False
india,1508,mapwise_india_map89_4D_t34_idx0463,L3,33,india:map89_4,Binary,Yes or no: Kerala is the W-most state that has a similar value compared to all its neighbours.,Yes,0->0,0,0,no,no,613,875,complete,complete,438,True,0.07816091954022986,9.132420091324201,False,615,True,0.17647058823529416,11.382113821138212,False
usa,2121,mapwise_usa_map_20556_t9_idx0464,L1,9,usa:map_20556,Binary,"Does Florida fall in range 91,400-2,51,500?",No,1->1,1,1,no,no,106,228,complete,complete,59,True,0.0,0.0,False,113,True,0.054545454545454564,8.849557522123893,False
india,1436,mapwise_india_map69_0D_t8_idx0465,L0,8,india:map69_0,Range,Which class has the largest range of values?,2232589.00 - 8547610.00,1->1,1,1,2232589-8547610,2232589-8547610,1205,1191,complete,complete,414,True,0.2019464720194647,9.66183574879227,False,399,True,0.20454545454545459,12.531328320802006,False
china,973,mapwise_china_map14_0D_t25_idx0466,L2,24,china:map14_0,Range,What is the median range of the states in region Southwest China?,17087.45 - 28826.1,0->0,0,0,,,3072,3072,truncated,truncated,1438,False,0.2634146341463415,7.649513212795549,True,1421,False,0.5070521861777151,15.482054890921885,True
india,1960,mapwise_india_map170_5C_t5_idx0467,L0,5,india:map170_5,Binary,Yes or no: the legend has multiple distinct colours?,Yes,0->0,0,0,no,no,108,108,complete,complete,83,True,0.012499999999999956,12.048192771084338,False,83,True,0.012499999999999956,12.048192771084338,False
usa,2265,mapwise_usa_map_104_t30_idx0468,L2,29,usa:map_104,Binary,Does Idaho have the same value as Wisconsin.,Yes,1->1,1,1,yes,yes,72,72,complete,complete,45,True,0.09523809523809523,0.0,False,45,True,0.09523809523809523,0.0,False
china,61,mapwise_china_map7_6C_t2_idx0469,L0,2,china:map7_6,Binary,Yes or no: in the legend the colour intensity is inversely proportional to the value.,Yes,0->0,0,0,no,no,134,120,complete,complete,90,True,0.0,0.0,False,84,True,0.012345679012345734,0.0,False
usa,3008,mapwise_usa_map_2632_t19_idx0470,L1,18,usa:map_2632,Binary,Yes or no: the value of New Jersey is similar to North Carolina.,Yes,1->1,1,1,yes,yes,1415,524,complete,complete,986,True,0.26551373346897256,32.454361054766736,False,402,True,0.10776942355889729,22.388059701492537,False
china,288,mapwise_china_map4_4D_t37_idx0471,L3,36,china:map4_4,Single,Which state in the least range borders at least 2 states from the highest range?,Inner Mongolia,0->0,0,0,,,3072,3072,truncated,truncated,1664,False,0.21974714027694164,16.826923076923077,True,1996,False,0.26994480682388355,19.03807615230461,True
india,1377,mapwise_india_map61_4D_t5_idx0472,L0,5,india:map61_4,Binary,Yes or no: the legend has multiple distinct colours?,Yes,1->1,1,1,yes,yes,95,95,complete,complete,68,True,0.0,14.705882352941176,False,68,True,0.0,14.705882352941176,False
china,564,mapwise_china_map17_0D_t20_idx0473,L3,19,china:map17_0,Single,Name the North most state that belongs to a lower value range compared to all its neighbours.,Heilongjiang,1->1,1,1,['heilongjiang'],['heilongjiang'],1608,1255,complete,complete,996,True,0.16616314199395765,7.028112449799197,False,855,True,0.2617370892018779,10.526315789473685,False
usa,2915,mapwise_usa_map_16161_t41_idx0474,L0,40,usa:map_16161,Single,Are the legends evenly spaced?,No,0->0,0,0,['yes'],['yes'],252,342,complete,complete,170,True,0.005988023952095856,0.0,False,248,True,0.020408163265306145,4.032258064516129,False
china,818,mapwise_china_map16_3D_t29_idx0475,L2,28,china:map16_3,Range,Which range has the most number of states?,81.69 - 362.5,0->0,0,0,,,3072,3072,truncated,truncated,1558,False,0.3536977491961415,21.181001283697046,True,1588,False,0.3495268138801262,27.07808564231738,True
china,558,mapwise_china_map17_0D_t8_idx0476,L0,8,china:map17_0,Range,Which class has the largest range of values?,267.00 - 958.40,1->1,1,1,267-958.4,267-958.4,440,930,complete,complete,177,True,0.12068965517241381,5.649717514124294,False,355,True,0.2982954545454546,8.450704225352112,False
usa,2979,mapwise_usa_map_20774_t16_idx0477,L1,15,usa:map_20774,Range,What value range does New Mexico fall in?,0.055-0.06,0->0,0,0,0.06,0.06,1863,263,complete,complete,1250,True,0.4482758620689655,24.0,False,157,True,0.01948051948051943,6.369426751592357,False
china,263,mapwise_china_map2_3D_t8_idx0478,L0,8,china:map2_3,Range,Which class has the largest range of values?,-34.10 - -10.60,0->0,0,0,21.2-46.3,21.2-46.3,684,684,complete,complete,297,True,0.18707482993197277,6.734006734006734,False,297,True,0.18707482993197277,6.734006734006734,False
usa,2411,mapwise_usa_map_1950_t8_idx0479,L0,8,usa:map_1950,Range,Which class has the largest range of values?,2-4,1->1,1,1,2-4,2-4,700,281,complete,complete,438,True,0.16091954022988508,15.981735159817351,False,178,True,0.07428571428571429,5.617977528089888,False
india,1605,mapwise_india_map97_6D_t12_idx0480,L2,12,india:map97_6,Range,What is the second highest value range among the states along the coastline?,605 - 649,1->0,1,0,605-649,,2580,3072,complete,truncated,1392,True,0.2685385169186465,16.522988505747126,False,1846,False,0.5957677699403148,18.95991332611051,True
india,1754,mapwise_india_map128_7D_t1_idx0481,L0,1,india:map128_7,Count,How many distinct categories does the legend contain?,7,1->1,1,1,7,7,356,356,complete,complete,158,True,0.10322580645161294,6.329113924050633,False,158,True,0.10322580645161294,6.329113924050633,False
china,821,mapwise_china_map19_0C_t38_idx0482,L2,37,china:map19_0,Binary,Yes or no: the value of state Tibet is above the median value amongst states in region Western China.,No,1->1,1,1,no,no,1505,1437,complete,complete,959,True,0.14539748953974896,7.299270072992701,False,963,True,0.13437500000000002,15.576323987538942,False
usa,2969,mapwise_usa_map_13792_t5_idx0483,L0,5,usa:map_13792,Binary,Yes or no: the legend has different shades of the same colour?,Yes,1->1,1,1,yes,yes,93,87,complete,complete,74,True,0.08450704225352113,0.0,False,70,True,0.08955223880597019,0.0,False
usa,2867,mapwise_usa_map_4_t4_idx0484,L0,4,usa:map_4,Range,What value range does the darkest shade represent?,>0.45,0->0,0,0,0.45,0.45,62,66,complete,complete,39,True,0.0,0.0,False,43,True,0.0,0.0,False
usa,2845,mapwise_usa_map_1342_t9_idx0485,L1,9,usa:map_1342,Binary,Does Alaska fall in range 5.1% - 15.6%?,Yes,1->1,1,1,yes,yes,78,94,complete,complete,49,True,0.021739130434782594,0.0,False,64,True,0.016393442622950838,0.0,False
china,842,mapwise_china_map17_2C_t9_idx0486,L1,9,china:map17_2,Binary,Does the value of Guangdong fall in range 200-400?,No,1->1,1,1,no,no,518,530,complete,complete,290,True,0.04878048780487809,17.24137931034483,False,299,True,0.08108108108108103,20.066889632107024,False
china,677,mapwise_china_map13_4C_t34_idx0487,L3,33,china:map13_4,Binary,Yes or no: Heilongjiang is the North most state that has a higher value compared to all its neighbours.,No,0->0,0,0,yes,yes,732,1449,complete,complete,526,True,0.1567877629063098,1.9011406844106464,False,1039,True,0.277027027027027,15.399422521655438,False
india,1784,mapwise_india_map134_7D_t2_idx0488,L0,2,india:map134_7,Binary,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,1->1,1,1,no,no,182,182,complete,complete,93,True,0.0,0.0,False,93,True,0.0,0.0,False
china,294,mapwise_china_map5_7D_t19_idx0489,L1,18,china:map5_7,Binary,Yes or no: the value of Henan is similar to Sichuan.,Yes,1->1,1,1,yes,yes,104,104,complete,complete,64,True,0.0,0.0,False,64,True,0.0,0.0,False
india,1676,mapwise_india_map110_0D_t25_idx0490,L2,24,india:map110_0,Range,What is the median range of the states bordering Jharkhand?,"48,526.0 - 61,155.33",0->0,0,0,,,3072,3072,truncated,truncated,1754,False,0.27184466019417475,22.234891676168758,True,1484,False,0.33355840648210666,26.28032345013477,True
usa,2419,mapwise_usa_map_2453_t4_idx0491,L0,4,usa:map_2453,Range,What value range does the second lightest shade represent?,55.1-60.3%,0->0,0,0,-60.3-55.1,-60.3-55.1,230,160,complete,complete,120,True,0.15384615384615385,0.0,False,81,True,0.07692307692307687,0.0,False
india,1611,mapwise_india_map97_8D_t19_idx0492,L1,18,india:map97_8,Binary,Yes or no: the value of Gujarat is similar to Madhya Pradesh.,No,0->0,0,0,yes,yes,481,797,complete,complete,245,True,0.05785123966942152,16.3265306122449,False,409,True,0.09359605911330049,7.334963325183374,False
china,258,mapwise_china_map1_1D_t36_idx0493,L3,35,china:map1_1,Single,Name the West most state with values in the lowest range.,Tibet,0->0,0,0,['xinjiang'],['xinjiang'],203,203,complete,complete,138,True,0.03703703703703709,0.0,False,138,True,0.03703703703703709,0.0,False
china,880,mapwise_china_map3_3D_t16_idx0494,L1,15,china:map3_3,Range,What value range does Xinjiang fall in?,1.39 - 2.6,1->1,1,1,1.39-2.6,1.39-2.6,219,233,complete,complete,120,True,0.008547008547008517,0.0,False,127,True,0.016129032258064502,0.0,False
